Contig	name	Host_species	Location	Orientation	Best_viral_match	evalue NR	evalue PFAM	Element_name	virus_type	Virus	genus	identity	related gene product, total length		X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11		X12	X13	X14
AAKN02030352	n.s.	Guinea pig (Cavia porcellus)	3872-5256	#ERROR!	AY742934	8.00E-169	3.40E-55	288-4452	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02030352.1	3865	5361	7.47E-102	BAO56906.1	347	#ERROR!	39.1	524	277	8.00E+00	4	512	BAO56906.1 acc|GENBANK|BAO56906.1|GENBANK|AB847988|NS1 [Bufavirus-3] acc=BAO56906.1 taxid=1391667	
AAKN02031205	n.s.	Guinea pig (Cavia porcellus)	114399-115225	#ERROR!	DQ335246.2	2.00E-43	3.50E-26	330-1208	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02031205.1	114398	115225	1.36E-47	YP_009507366.1	186	#ERROR!	39.9	296	158	6.00E+00	0	296	YP_009507366.1 acc|REFSEQ|YP_009507366.1|REFSEQ|NC_038539|Rep78 [California sea lion adeno-associated virus 1] acc=YP_009507366.1 taxid=1073950	
AAKN02032906	n.s.	Guinea pig (Cavia porcellus)	58198-58707	-	DQ196319	5.00E-33	2.10E-19	1206-1721	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02032906.1	58103	59804	1.70E-82	UPH39292.1	291	-	32.7	575	353	7.00E+00	12	561	UPH39292.1 acc|GENBANK|UPH39292.1|GENBANK|OL692339|NS1 protein [Protoparvovirus sp.] acc=UPH39292.1 taxid=1987106	
AAKN02032906	n.s.	Guinea pig (Cavia porcellus)	58083-59816	-	U34253	3.00E-63	5.70E-23	297-1862	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02032906.1	58103	59804	1.70E-82	UPH39292.1	291	-	32.7	575	353	7.00E+00	12	561	UPH39292.1 acc|GENBANK|UPH39292.1|GENBANK|OL692339|NS1 protein [Protoparvovirus sp.] acc=UPH39292.1 taxid=1987106	
AAKN02032908	n.s.	Guinea pig (Cavia porcellus)	10674-12353	#ERROR!	AF036710	9.00E-58	1.40E-25	306-1862	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02032908.1	10673	12350	1.33E-80	BAO56906.1	286	#ERROR!	31.2	583	349	9.00E+00	12	567	BAO56906.1 acc|GENBANK|BAO56906.1|GENBANK|AB847988|NS1 [Bufavirus-3] acc=BAO56906.1 taxid=1391667	
AAKN02035362	n.s.	Guinea pig (Cavia porcellus)	8370-9796	#ERROR!	DQ335246.2	4.00E-168	1.60E-87	321-1760	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02035362.1	8369	9796	9.49E-189	YP_068408.1	597	#ERROR!	62.9	480	170	5.00E+00	0	476	YP_068408.1 acc|REFSEQ|YP_068408.1|REFSEQ|NC_006152|DNA binding trs helicase [adeno-associated virus 5] acc=YP_068408.1 taxid=82300	
AAKN02042182	n.s.	Guinea pig (Cavia porcellus)	3227-3797	#ERROR!	AY374542	7.00E-26	3.70E-37	435-1061	NA	negative sense RNA	Bornavirus	NA	NA	NA	AAKN02042182.1	2880	3933	2.70E-52	CEK41887.1	194	#ERROR!	40.7	366	197	7.00E+00	12	372	CEK41887.1 acc|GENBANK|CEK41887.1|NEIGHBOR|LN713681|p40 [Variegated squirrel bornavirus 1] acc=CEK41887.1 taxid=1885248	
AAKN02045644	n.s.	Guinea pig (Cavia porcellus)	16301-19700	-	DQ335246	2.00E-22	2.70E-12	934-4338	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02045644.1	19151	19774	3.27E-07	QKN88760.1	61.2	-	35.6	219	128	8.00E+00	439	657	QKN88760.1 acc|GENBANK|QKN88760.1|GENBANK|MT138246|replication protein [Dependoparvovirus sp.] acc=QKN88760.1 taxid=2052559	
AAKN02045644	n.s.	Guinea pig (Cavia porcellus)	16301-19700	-	DQ335246	2.00E-22	2.70E-12	934-4338	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02045644.1	17780	18921	2.14E-39	UMO75526.1	164	-	39.1	412	209	1.50E+01	18	419	UMO75526.1 acc|GENBANK|UMO75526.1|GENBANK|OM451155|capsid protein VP1 [Dependoparvovirus mammalian1] acc=UMO75526.1 taxid=1511892	
AAKN02045644	n.s.	Guinea pig (Cavia porcellus)	16301-19700	-	DQ335246	2.00E-22	2.70E-12	934-4338	NA	ssDNA	Dependovirus	NA	NA	NA	AAKN02045644.1	16236	17081	1.89E-29	UMO75526.1	133	-	38.2	306	163	8.00E+00	420	724	UMO75526.1 acc|GENBANK|UMO75526.1|GENBANK|OM451155|capsid protein VP1 [Dependoparvovirus mammalian1] acc=UMO75526.1 taxid=1511892	
AAKN02055888	n.s.	Guinea pig (Cavia porcellus)	79584-82768	#ERROR!	AY390557	3.00E-64	4.70E-23	1200-4413	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02055888.1	79604	80330	3.41E-60	QXQ21750.1	226	#ERROR!	50.6	247	118	2.00E+00	340	587	QXQ21750.1 acc|GENBANK|QXQ21750.1|GENBANK|MW814911|NS1 [Equine protoparvovirus] acc=QXQ21750.1 taxid=2860269	
AAKN02055888	n.s.	Guinea pig (Cavia porcellus)	79584-82768	#ERROR!	AY390557	3.00E-64	4.70E-23	1200-4413	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02055888.1	80713	82750	1.66E-54	BAA00502.1	211	#ERROR!	31.1	714	429	1.80E+01	24	709	BAA00502.1 acc|GENBANK|BAA00502.1|NEIGHBOR|D00623|capsid protein VP1 [Porcine parvovirus] acc=BAA00502.1 taxid=10796	
AAPE01526173	n.s.	Little brown bat	3215-682	-	AY631965	0	6.90E-83	318-4410	NA	ssDNA	Dependovirus	NA	NA	NA	AAPE01526173.1	160	1348	4.90E-123	AGA15927.1	410	-	58.2	407	157	5	0	404	AGA15927.1 accGENBANKAGA15927.1GENBANKJX896667capsid protein VP1 [Adeno-associated virus] acc=AGA15927.1 taxid=272636	
AAPE01526173	n.s.	Little brown bat	3215-682	-	AY631965	0	6.90E-83	318-4410	NA	ssDNA	Dependovirus	NA	NA	NA	AAPE01526173.1	1495	3245	2.53E-208	ATV81502.1	652	-	58.2	594	227	8	13	596	ATV81502.1 acc|GENBANK|ATV81502.1|GENBANK|MF682927|replicase [Rhinolophus sinicus adeno-associated virus 1] acc=ATV81502.1 taxid=2053183	
ABAR01000142.1	gcontig_1105668339668	Talaromyces marneffei ATCC 18224	1-1929	+	n.s.	n.s.	n.s.	n.s.	CP	dsRNA		Totivirus			ABAR01000142.1	276	2154	YP_009507832.1	636	-	50.1	627	311	2	43	669	3.95E-221	YP_009507832.1 accREFSEQYP_009507832.1REFSEQNC_038698capsid protein [Tuber aestivum virus 1] acc=YP_009507832.1 taxid=927810	
ABAR01000272.1	gcontig_1105668340678	Talaromyces marneffei ATCC 18224	1788-3116	+	n.s.	n.s.	n.s.	n.s.	RdRp	dsRNA		Totivirus			ABAR01000272.1	1	1063	UUT40377.1	404	-	55.9	354	155	1	60	413	2.25E-134	UUT40377.1 accGENBANKUUT40377.1GENBANKON862168RNA-dependent RNA polymerase [Geotrichum candidum totivirus 2] acc=UUT40377.1 taxid=2971327	
NC_009047	RDRP,CP3	Scheffersomyces stipitis CBS 6054	501112-505587	-	n.s.	n.s.	n.s.	n.s.	RdRp, CP	dsRNA		Totivirus			NC_009047.1	501114	505587	AFQ55381.1	1222	-	42.3	1517	837	12	0	1505	0	AFQ55381.1 acc|GENBANK|AFQ55381.1|NEIGHBOR|JN819511|gag-pol fusion protein [Saccharomyces cerevisiae virus L-A-lus] acc=AFQ55381.1 taxid=1226531	
NC_009047	CP4	Scheffersomyces stipitis CBS 6054	506568-508562	-	n.s.	n.s.	n.s.	n.s.	CP	dsRNA		Totivirus			NC_009047.1	506585	508529	YP_009507832.1	441	-	36.8	657	402	9	14	667	1.69E-133	YP_009507832.1 acc|REFSEQ|YP_009507832.1|REFSEQ|NC_038698|capsid protein [Tuber aestivum virus 1] acc=YP_009507832.1 taxid=927810	
NC_009047	CP1	Scheffersomyces stipitis CBS 6054	495820-497544	+	n.s.	n.s.	n.s.	n.s.	CP	dsRNA		Totivirus			NC_009047.1	498374	500078	WMZ16833.1	398	#ERROR!	36.4	580	354	6	14	591	1.25E-118	WMZ16833.1 acc|GENBANK|WMZ16833.1|GENBANK|OR250782|capsid protein [Geotrichum candidum totivirus 2] acc=WMZ16833.1 taxid=2971327	
NC_009047	CP2	Scheffersomyces stipitis CBS 6054	49835-500277	+	n.s.	n.s.	n.s.	n.s.	CP	dsRNA		Totivirus			NC_009047.1	495816	497400	WMZ16833.1	179	#ERROR!	26.7	588	356	18	2	575	2.87E-44	WMZ16833.1 acc|GENBANK|WMZ16833.1|GENBANK|OR250782|capsid protein [Geotrichum candidum totivirus 2] acc=WMZ16833.1 taxid=2971327	
idAnoDarlMG_H_01.Chr2	AdarPhas2	Anopheles darlingi	56064690-56065061	#ERROR!	Anopheles triannulatus	4.00E-67	n.s.	372/123	No detected	ssRNA-	Phasmaviridae	Anopheles triannulatus orthophasmavirus	79.2 %	372	NC_064874.1	56064689	56065049	YP_010086186.1	206	#ERROR!	79.2	120	25	0	0	120	1.34E-59	YP_010086186.1 acc|REFSEQ|YP_010086186.1|REFSEQ|NC_055393|putative NSs protein [Anopheles triannulatus orthophasmavirus] acc=YP_010086186.1 taxid=2546222	360
idAnoDarlMG_H_01.Chr2	AdarPhas2	Anopheles darlingi	56064690-56065061	#ERROR!	Anopheles triannulatus	4.00E-67	n.s.	372/123	No detected	ssRNA-	Phasmaviridae	Anopheles triannulatus orthophasmavirus	79.2 %	372	NC_064874.1	56065005	56066040	YP_010086187.1	592	#ERROR!	85.2	351	46	1	0	351	9.58E-191	YP_010086187.1 acc|REFSEQ|YP_010086187.1|REFSEQ|NC_055393|nucleocapsid protein [Anopheles triannulatus orthophasmavirus] acc=YP_010086187.1 taxid=2546222	57
idAnoDarlMG_H_01.Chr2	AdarChu6	Anopheles darlingi	56169282-56171267	#ERROR!	Odonata	1.00E-84	n.s.	1986/661	Envelope glycoprotein	ssRNA-	Chuviridae	Hubei chuvirus-like virus 1	28.6 %	1986	NC_064874.1	56169308	56170454	QPF16715.1	597	#ERROR!	72.8	382	104	0	1	383	5.64E-192	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.Chr2	AdarChu6	Anopheles darlingi	56169282-56171267	#ERROR!	Odonata	1.00E-84	n.s.	1986/661	Envelope glycoprotein	ssRNA-	Chuviridae	Hubei chuvirus-like virus 1	28.6 %	1986	NC_064874.1	56170319	56170916	QPF16716.1	338	#ERROR!	80.4	199	39	0	0	199	7.09E-105	QPF16716.1 acc|GENBANK|QPF16716.1|GENBANK|MT928174|glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 taxid=2789882	598
idAnoDarlMG_H_01.Chr2	AdarChu7	Anopheles darlingi	53816725-53818734	#ERROR!	Ixodes holocyclus	5.00E-74	n.s.	2010/669	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.2 %	2010	NC_064874.1	53816778	53817924	QPF16715.1	566	#ERROR!	68.8	382	119	0	1	383	2.28E-181	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.Chr2	AdarChu7	Anopheles darlingi	53816725-53818734	#ERROR!	Ixodes holocyclus	5.00E-74	n.s.	2010/669	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.2 %	2010	NC_064874.1	53817789	53818386	QPF16716.1	346	#ERROR!	81.4	199	37	0	0	199	1.98E-107	QPF16716.1 acc|GENBANK|QPF16716.1|GENBANK|MT928174|glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 taxid=2789882	598
idAnoDarlMG_H_01.Chr2	AdarChu8	Anopheles darlingi	72897396-72899393	#ERROR!	Ixodes holocyclus	8.00E-75	n.s.	1998/665	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.4 %	1998	NC_064874.1	72897449	72898595	QPF16715.1	570	#ERROR!	69.4	382	117	0	1	383	1.41E-182	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.Chr2	AdarChu8	Anopheles darlingi	72897396-72899393	#ERROR!	Ixodes holocyclus	8.00E-75	n.s.	1998/665	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.4 %	1998	NC_064874.1	72898460	72899057	QPF16716.1	346	#ERROR!	81.4	199	37	0	0	199	1.98E-107	QPF16716.1 acc|GENBANK|QPF16716.1|GENBANK|MT928174|glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 taxid=2789882	598
idAnoDarlMG_H_01.Chr2	AdarChu9	Anopheles darlingi	35169817-35171217	-	Ixodes persulcatus	5.00E-50	n.s.	1401/466	Glycoprotein	ssRNA-	Chuviridae	Yanbian Chuvi tick virus 1	27.8 %	1401	NC_064874.1	35170017	35171163	QPF16715.1	569	-	69.4	382	117	0	1	383	1.92E-182	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.Chr2	AdarOrbi1	Anopheles darlingi	55869527-55872085	#ERROR!	Bactrocera tryoni	1.00E-155	n.s.	2559/852	VP3 Core protein	dsRNA	Sedoreoviridae	Bactrocera dorsalis orbivirus	33.3 %	2559	NC_064874.1	55869736	55872070	UPT53744.1	491	#ERROR!	33	810	509	4	29	837	5.93E-148	UPT53744.1 acc|GENBANK|UPT53744.1|GENBANK|MW310380|hypothetical protein 2 [Bactrocera dorsalis orbivirus isolate Bt] acc=UPT53744.1 taxid=2933671	2335
idAnoDarlMG_H_01.Chr2	AdarPhas3	Anopheles darlingi	56528519-56529313	#ERROR!	Culiseta longiareolata	6.00E-81	n.s.	795/264	Putative capsid protein	ssRNA-	Phasmaviridae	Soufli partiti-like virus	87.2 %	795	NC_064874.1	56528518	56529295	QHA33903.1	310	#ERROR!	56.5	276	102	2	0	275	5.72E-91	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	777
idAnoDarlMG_H_01.Chr2	AdarPhas1	Anopheles darlingi	56065006-56066043	#ERROR!	Anopheles triannulatus	0	n.s.	1038–345	Nucleoprotein	ssRNA-	Phasmaviridae	Anopheles triannulatus orthophasmavirus	87.2 %	1038	NC_064874.1	56064689	56065049	YP_010086186.1	206	#ERROR!	79.2	120	25	0	0	120	1.34E-59	YP_010086186.1 acc|REFSEQ|YP_010086186.1|REFSEQ|NC_055393|putative NSs protein [Anopheles triannulatus orthophasmavirus] acc=YP_010086186.1 taxid=2546222	44
idAnoDarlMG_H_01.Chr2	AdarPhas1	Anopheles darlingi	56065006-56066043	#ERROR!	Anopheles triannulatus	0	n.s.	1038–345	Nucleoprotein	ssRNA-	Phasmaviridae	Anopheles triannulatus orthophasmavirus	87.2 %	1038	NC_064874.1	56065005	56066040	YP_010086187.1	592	#ERROR!	85.2	351	46	1	0	351	9.58E-191	YP_010086187.1 acc|REFSEQ|YP_010086187.1|REFSEQ|NC_055393|nucleocapsid protein [Anopheles triannulatus orthophasmavirus] acc=YP_010086187.1 taxid=2546222	1035
idAnoDarlMG_H_01.Chr3	AdarChu1	Anopheles darlingi	33392798-33394807	-	Coquillettidia venezuelensis	8.00E-167	n.s.	2010/669	Envelope glycoprotein	SsRNA-	Chuviridae	Atrato Chu-like virus 1	37.2 %	2010	NC_064875.1	33393607	33394753	QPF16715.1	570	-	69.4	382	117	0	1	383	1.41E-182	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.Chr3	AdarChu3	Anopheles darlingi	32265299-32266228	#ERROR!	Stegomyia albopicta	8.00E-143	n.s.	930/309	Envelope glycoprotein	ssRNA-	Chuviridae	Kaiowa virus	60.1 %	930	NC_064875.1	32265298	32265895	QPF16716.1	338	#ERROR!	76.9	199	46	0	0	199	9.66E-105	QPF16716.1 acc|GENBANK|QPF16716.1|GENBANK|MT928174|glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 taxid=2789882	597
idAnoDarlMG_H_01.Chr3	AdarChu4	Anopheles darlingi	32270428-32270886	#ERROR!	Coquillettidia venezuelensis	1.00E-29	n.s.	459/152	No detected	ssRNA-	Chuviridae	Atrato Chu-like virus 1	37.8 %	459	NC_064875.1	32270280	32270826	QHA33918.1	155	#ERROR!	36.8	182	115	0	454	636	8.78E-37	QHA33918.1 acc|GENBANK|QHA33918.1|GENBANK|MN661025|putative glycoprotein [Atrato Chu-like virus 1] acc=QHA33918.1 taxid=2689322	399
idAnoDarlMG_H_01.Chr3	AdarChu5	Anopheles darlingi	32271982-32272368	#ERROR!	Stegomyia albopicta	6.00E-63	n.s.	397/128	Envelope glycoprotein	ssRNA-	Chuviridae	Kaiowa virus	64.8 %	387	NC_064875.1	32271876	32272401	API61888.1	163	#ERROR!	41.7	175	100	2	446	619	2.63E-39	API61888.1 acc|GENBANK|API61888.1|GENBANK|KX924631|glycoprotein [Mos8Chu0 chuvirus] acc=API61888.1 taxid=2847850	387
idAnoDarlMG_H_01.Chr3	AdarChu2	Anopheles darlingi	32259336-32259611	#ERROR!	Stegomyia albopicta	2.00E-15	n.s.	255/84	No detected	ssRNA-	Chuviridae	Kaiowa virus	46.3 %	276	NC_064875.1	32259040	32259470	QPL15390.1	49.3	#ERROR!	28.5	158	85	7	456	601	0.00195	QPL15390.1 acc|GENBANK|QPL15390.1|GENBANK|MW288235|glycoprotein [Orthopteran chu-related virus OKIAV152] acc=QPL15390.1 taxid=2792595	135
idAnoDarlMG_H_01.Chr3	AdarRha2	Anopheles darlingi	32517791-32517982	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32517269	32518069	QGA70898.1	124	-	31.4	271	176	6	42	307	2.28E-27	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha3	Anopheles darlingi	32518272-32518463	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63*	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32518023	32518550	QGA70898.1	100	-	33.3	180	112	5	42	218	1.64E-19	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha4	Anopheles darlingi	32521319-32521510	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32520797	32521597	QGA70898.1	121	-	31.4	271	176	6	42	307	2.32E-26	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha5	Anopheles darlingi	32524840-32525031	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32524591	32525118	QGA70898.1	97.1	-	32.2	180	114	4	42	218	2.09E-18	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha6	Anopheles darlingi	32525321-32525512	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1/%	192	NC_064875.1	32525072	32525599	QGA70898.1	101	-	32.8	180	113	4	42	218	6.99E-20	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha7	Anopheles darlingi	32524359-32524550	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32523837	32524637	QGA70898.1	122	-	31	271	177	6	42	307	1.74E-26	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha8	Anopheles darlingi	32528365-32528556	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32527843	32528643	QGA70898.1	122	-	31.4	271	176	6	42	307	9.74E-27	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha9	Anopheles darlingi	32531405-32531596	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32530883	32531683	QGA70898.1	122	-	31.4	271	176	6	42	307	9.74E-27	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha10	Anopheles darlingi	32534926-32535117	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32534677	32535204	QGA70898.1	97.1	-	32.2	180	114	4	42	218	2.09E-18	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha11	Anopheles darlingi	32535407-32535598	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63*	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32535158	32535685	QGA70898.1	101	-	32.8	180	113	4	42	218	6.99E-20	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha12	Anopheles darlingi	32534445-32534636	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32533923	32534723	QGA70898.1	122	-	31	271	177	6	42	307	1.74E-26	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha13	Anopheles darlingi	32538451-32538642	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32537929	32538729	QGA70898.1	122	-	31.4	271	176	6	42	307	9.74E-27	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha14	Anopheles darlingi	32542453-32542644	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32542204	32542731	QGA70898.1	99.8	-	32.2	180	114	4	42	218	2.89E-19	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha15	Anopheles darlingi	32541972-32542163	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63*	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32541723	32542250	QGA70898.1	97.1	-	32.2	180	114	4	42	218	2.09E-18	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha16	Anopheles darlingi	32541491-32541682	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32540969	32541769	QGA70898.1	122	-	31	271	177	6	42	307	1.74E-26	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha17	Anopheles darlingi	32545978-32546169	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32545729	32546256	QGA70898.1	97.1	-	32.2	180	114	4	42	218	2.09E-18	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha18	Anopheles darlingi	32545497-32545688	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32544975	32545775	QGA70898.1	122	-	31	271	177	6	42	307	1.74E-26	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha19	Anopheles darlingi	32546459-32546650	-	Culex tritaeniorhynchus	3.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32546210	32546737	QGA70898.1	99.8	-	32.2	180	114	4	42	218	2.89E-19	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
