eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
CABD02_EVE077	high	47	maybe-viral (2), viral (2), non-viral (1)	uncharacterized protein (2), annotated protein of Eukaryota (1), UDB Viruses (1), VDB (1)	CABD02173301.1_449-1837:-	449	1,837	1,388	1.06E-09	51.1	Interleukin-27 subunit beta isoform X1 n=1 Tax=Microcebus murinus  RepID=A0A8B7GNP8_MICMU	Movement protein n=1 Tax=Asclepias asymptomatic virus  RepID=F5A8F3_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Asclepias asymptomatic virus	Chordata
CABD02_EVE078	high	47	maybe-viral (1), viral (1)	uncharacterized protein (1), VDB (1)	CABD02242266.1_24003-25115:-	24,003	25,115	1,112	5.40E-191	87.7	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Southwest carpet python virus] acc=YP_009508485.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus tapeti	Chordata
CABD02_EVE079	high	47	non-viral (1), viral (1)	annotated protein of Eukaryota (1), VDB (1)	CABD02458414.1_257-595:+	257	595	338	6.06E-05	30.3	serine/arginine repetitive matrix protein 2-like n=1 Tax=Penaeus monodon  RepID=UPI0018A6F176	E4 protein [Human papillomavirus type 38b] acc=AAY89825.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus 2	Arthropoda
CABD02_EVE080	high	46	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02140697.1_4918-5849:+	4,918	5,849	931	1.64E-28	37	Uncharacterized protein LOC111819001 isoform X1 n=18 Tax=Afrotheria  RepID=A0A2Y9QAH2_TRIMA	N [Southwest carpet python virus] acc=YP_009508485.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus tapeti	Chordata
CABD02_EVE081	high	46	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02238082.1_620-1008:+	620	1,008	388	3.03E-34	54.9	Uncharacterized protein LOC111819001 isoform X1 n=18 Tax=Afrotheria  RepID=A0A2Y9QAH2_TRIMA	N [Jungle carpet python virus] acc=YP_009508479.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus queenslandense	Chordata
CABD02_EVE082	high	45	maybe-viral (4), viral (2), non-viral (1)	uncharacterized protein (4), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02080818.1_601-996:-	601	996	395	6.51E-40	55.2	N [Jungle carpet python virus] acc=YP_009508479.1	N [Jungle carpet python virus] acc=YP_009508479.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus queenslandense	Chordata
CABD02_EVE083	high	45	maybe-viral (4), viral (2)	uncharacterized protein (4), VDB (2)	CABD02170219.1_789-2043:-	789	2,043	1,254	6.60E-06	28.6	Uncharacterized protein n=1 Tax=Allostreptomyces psammosilenae  RepID=A0A853A045_9ACTN	UL36 [Human alphaherpesvirus 2] acc=QBH81085.1	k__Viruses;K__Heunggongvirae;p__Peploviricota;c__Herviviricetes;o__Herpesvirales;f__Orthoherpesviridae;g__Simplexvirus;s__Simplexvirus humanalpha2	Arthropoda
CABD02_EVE084	high	45	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02273806.1_7330-8221:-	7,330	8,221	891	3.93E-48	42.7	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Jungle carpet python virus] acc=YP_009508479.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus queenslandense	Chordata
CABD02_EVE085	high	45	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02372232.1_46040-46736:-	46,040	46,736	696	2.00E-36	59.2	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Jungle carpet python virus] acc=YP_009508479.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus queenslandense	Chordata
CABD02_EVE086	high	44	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02114554.1_3628-4181:+	3,628	4,181	553	1.87E-42	49.4	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Southwest carpet python virus] acc=YP_009508485.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus tapeti	Chordata
CABD02_EVE087	high	44	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02273797.1_25676-26469:-	25,676	26,469	793	4.11E-51	44.8	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Southwest carpet python virus] acc=YP_009508485.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus tapeti	Chordata
CABD02_EVE088	high	43	maybe-viral (2), viral (1)	uncharacterized protein (2), VDB (1)	CABD02151169.1_921-1617:-	921	1,617	696	6.84E-10	40	Uncharacterized protein n=1 Tax=Phyllostomus discolor  RepID=A0A833ZJ10_9CHIR	movement protein [Asclepias asymptomatic virus] acc=YP_004464923.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Asclepias asymptomatic virus	Chordata
CABD02_EVE089	high	42	non-viral (2), viral (2)	annotated protein of Eukaryota (2), UDB Viruses (1), VDB (1)	CABD02009474.1_1233-1593:-	1,233	1,593	360	1.33E-18	51.1	Leucine-rich repeat extensin-like protein 2 n=1 Tax=Dipodomys ordii  RepID=A0A1S3F871_DIPOR	early protein E4 [Alouatta guariba papillomavirus 1] acc=AMB19782.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Dyoomikronpapillomavirus;s__Dyoomikronpapillomavirus 1	Chordata
CABD02_EVE090	high	41	maybe-viral (11), viral (6), non-viral (3)	uncharacterized protein (11), envelope (6), annotated protein of Eukaryota (3)	CABD02105221.1_308-688:+	308	688	380	4.60E-54	78.7	LOW QUALITY PROTEIN: uncharacterized protein LOC129478550 n=1 Tax=Symphalangus syndactylus  RepID=UPI0024413670	NA	NA	Chordata
CABD02_EVE091	high	40	maybe-viral (3), viral (2), non-viral (1)	uncharacterized protein (3), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02080819.1_212-785:-	212	785	573	1.63E-77	61.8	Uncharacterized protein n=1 Tax=Papio anubis  RepID=A0A8I5N9M5_PAPAN	N [Southwest carpet python virus] acc=YP_009508485.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus tapeti	Chordata
CABD02_EVE092	high	40	maybe-viral (6), viral (2), non-viral (1)	uncharacterized protein (6), VDB (2), annotated protein of unclassified root superkingdom (1)	CABD02107358.1_733-1265:-	733	1,265	532	5.30E-42	47	N [Jungle carpet python virus] acc=YP_009508479.1	N [Jungle carpet python virus] acc=YP_009508479.1	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Bornaviridae;g__Carbovirus;s__Carbovirus queenslandense	Chordata
CABD02_EVE093	high	40	maybe-viral (10), viral (6), non-viral (4)	uncharacterized protein (10), envelope (6), annotated protein of Eukaryota (4)	CABD02120541.1_7824-8207:+	7,824	8,207	383	4.58E-57	78.6	LOW QUALITY PROTEIN: uncharacterized protein LOC129478550 n=1 Tax=Symphalangus syndactylus  RepID=UPI0024413670	NA	NA	Chordata
CABD02_EVE094	high	39	maybe-viral (1), non-viral (1), viral (1)	annotated protein of Eukaryota (1), uncharacterized protein (1), VDB (1)	CABD02011977.1_1-336:-	1	336	335	3.97E-09	49.3	uncharacterized protein LOC111723299 n=1 Tax=Otolemur garnettii  RepID=UPI000C7F3314	hypothetical protein [Aedes japonicus narnavirus 1] acc=WCJ14329.1	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Amabiliviricetes;o__Wolframvirales;f__Narnaviridae;g__unclassified Narnaviridae genus;s__Aedes japonicus narnavirus 1	Chordata
CABD02_EVE095	high	39	maybe-viral (2), viral (2), non-viral (1)	uncharacterized protein (2), annotated protein of Eukaryota (1), UDB Viruses (1), VDB (1)	CABD02292814.1_580-838:+	580	838	258	4.25E-24	70.9	Hepatocellular carcinoma-associated antigen HCA25a n=1 Tax=Homo sapiens  RepID=Q8NHH4_HUMAN	replicase [Insect-associated tymovirus 2] acc=QHB15485.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__unclassified Tymovirales family;g__unclassified Tymovirales genus;s__Insect-associated tymovirus 2	Chordata
CABD02_EVE096	high	38	maybe-viral (3), non-viral (2), viral (2)	uncharacterized protein (3), annotated protein of Eukaryota (2), UDB Viruses (1), VDB (1)	CABD02000540.1_4673-5461:-	4,673	5,461	788	2.71E-06	29.9	Uncharacterized protein n=1 Tax=Phasianus colchicus  RepID=A0A669R2N0_PHACC	Putative movement protein (Fragment) n=1 Tax=Grapevine asteroid mosaic associated virus  RepID=A0A2Z2CDU5_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Marafivirus asteroides	Chordata
CABD02_EVE097	high	38	maybe-viral (3), viral (1)	uncharacterized protein (2), glycoprotein protein (1), VDB (1)	CABD02180573.1_7020-7570:-	7,020	7,570	550	6.42E-13	43.8	putative pregnancy-specific beta-1-glycoprotein 7 n=1 Tax=Cercocebus atys  RepID=UPI0005F54B12	movement protein [Switchgrass mosaic virus] acc=YP_004464921.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Switchgrass mosaic virus	Chordata
CABD02_EVE098	high	38	non-viral (3), viral (2)	annotated protein of Eukaryota (3), VDB (2)	CABD02309602.1_193-840:-	193	840	647	8.27E-06	31.2	extensin n=1 Tax=Peromyscus leucopus  RepID=UPI0010A1DBF7	movement protein [Watercress white vein virus] acc=AFC95825.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Watercress white vein virus	Chordata
CABD02_EVE099	high	37	non-viral (3), viral (2), maybe-viral (1)	annotated protein of Eukaryota (2), annotated protein of Bacteria (1), UDB Viruses (1), uncharacterized protein (1), VDB (1)	CABD02331245.1_826-1525:-	826	1,525	699	4.23E-06	39.7	Uncharacterized protein n=1 Tax=bacterium HR32  RepID=A0A2H5ZTP1_UNCXX	Movement protein n=4 Tax=Switchgrass mosaic virus  RepID=F5CJX8_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Switchgrass mosaic virus	Chordata
CABD02_EVE100	high	35	non-viral (3), viral (2), maybe-viral (1)	annotated protein of Bacteria (2), VDB (2), annotated protein of Eukaryota (1), hypothetical protein (1)	CABD02314625.1_5756-6604:+	5,756	6,604	848	8.25E-06	29	Extensin n=3 Tax=Streptomyces stelliscabiei  RepID=A0A8I0TU43_9ACTN	putative movement protein [Olive latent virus 3] acc=YP_003475890.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Marafivirus oleae	Actinomycetota
CABD02_EVE102	high	33	maybe-viral (2), non-viral (1), viral (1)	annotated protein of Bacteria (1), glycoprotein protein (1), uncharacterized protein (1), VDB (1)	CABD02180604.1_696-1331:-	696	1,331	635	1.46E-06	49.4	putative pregnancy-specific beta-1-glycoprotein 7 n=1 Tax=Cercocebus atys  RepID=UPI0005F54B12	movement protein [Switchgrass mosaic virus] acc=YP_004464921.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Switchgrass mosaic virus	Ascomycota
CABD02_EVE105	high	31	viral (2), false-viral (1)	VDB (2), collagen (1)	CABD02056295.1_3399-4068:-	3,399	4,068	669	9.54E-08	26.8	E2 [Rattus norvegicus papillomavirus 3] acc=YP_009182327.1	E2 [Rattus norvegicus papillomavirus 3] acc=YP_009182327.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Iotapapillomavirus;s__Iotapapillomavirus 1	Cossaviricota
CABD02_EVE106	high	31	maybe-viral (4), non-viral (3), viral (2)	annotated protein of Eukaryota (3), uncharacterized protein (3), VDB (2), hypothetical protein (1)	CABD02159288.1_238-1393:-	238	1,393	1,155	3.93E-11	58.7	Uncharacterized protein n=2 Tax=Amniota  RepID=A0A7J7TEV4_RHIFE	movement protein [Turnip yellow mosaic virus] acc=AMH40124.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus brassicae	Chordata
CABD02_EVE107	low	68	viral (13), retro (4), maybe-viral (2), non-viral (1)	envelope (10), retro (4), VDB (3), uncharacterized protein (2), annotated protein of Eukaryota (1)	CABD02295609.1_7632-7931:-	7,632	7,931	299	2.64E-56	88.8	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE108	low	67	viral (13), retro (5), maybe-viral (1), non-viral (1)	envelope (11), retro (5), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02076231.1_2192-2470:+	2,192	2,470	278	1.36E-47	83.9	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE109	low	67	viral (13), retro (5), maybe-viral (1), non-viral (1)	envelope (10), retro (5), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02403246.1_1862-2144:+	1,862	2,144	282	2.79E-38	75.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE110	low	66	viral (13), retro (6), non-viral (1)	envelope (10), retro (6), VDB (3), annotated protein of Eukaryota (1)	CABD02362648.1_4688-5017:+	4,688	5,017	329	7.74E-56	81.8	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE111	low	66	viral (13), retro (5), maybe-viral (1), non-viral (1)	envelope (11), retro (5), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02409390.1_6560-6880:-	6,560	6,880	320	6.37E-54	78.2	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE112	low	65	viral (14), retro (6), maybe-viral (1), non-viral (1)	envelope (11), retro (6), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02112139.1_8482-8861:-	8,482	8,861	379	2.80E-56	69	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE113	low	65	viral (13), retro (6), non-viral (1)	envelope (9), retro (6), VDB (4), annotated protein of Eukaryota (1)	CABD02228791.1_7552-7888:-	7,552	7,888	336	6.60E-44	64.6	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE114	low	63	viral (12), retro (5), maybe-viral (2), non-viral (1)	envelope (9), retro (5), VDB (3), uncharacterized protein (2), annotated protein of Eukaryota (1)	CABD02117502.1_5716-6054:-	5,716	6,054	338	1.09E-47	66.4	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE115	low	63	viral (12), retro (6), maybe-viral (2)	envelope (10), retro (6), uncharacterized protein (2), VDB (2)	CABD02153628.1_285-680:-	285	680	395	3.18E-73	79.5	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE116	low	63	viral (12), retro (6), maybe-viral (2)	envelope (10), retro (6), uncharacterized protein (2), VDB (2)	CABD02276959.1_4073-4501:+	4,073	4,501	428	1.40E-77	82.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE117	low	63	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02285417.1_1072-1389:+	1,072	1,389	317	1.74E-56	84.9	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE118	low	63	viral (13), retro (7), non-viral (1)	envelope (10), retro (7), VDB (3), annotated protein of Eukaryota (1)	CABD02397576.1_1765-2076:-	1,765	2,076	311	1.39E-57	83.7	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE119	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (9), retro (6), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02063446.1_8686-9111:+	8,686	9,111	425	7.74E-53	67.9	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE120	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02099635.1_1505-1834:+	1,505	1,834	329	4.12E-54	78.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE121	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02099636.1_1206-1535:+	1,206	1,535	329	4.12E-54	78.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE122	low	62	viral (12), retro (5), non-viral (2), maybe-viral (1)	envelope (10), retro (5), annotated protein of Eukaryota (2), VDB (2), uncharacterized protein (1)	CABD02159173.1_3606-3905:+	3,606	3,905	299	3.87E-51	83	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE123	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02173708.1_2207-2554:-	2,207	2,554	347	2.01E-58	76.1	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE124	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02176785.1_1827-2195:-	1,827	2,195	368	1.19E-59	75	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE125	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (9), retro (6), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02183578.1_755-1087:-	755	1,087	332	3.26E-42	65.7	ENR1 protein (Fragment) n=5 Tax=Amniota  RepID=A0A6G1AXC9_CROCR	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE126	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02198546.1_26692-27021:-	26,692	27,021	329	4.12E-54	78.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE127	low	62	viral (12), retro (7), maybe-viral (1)	envelope (10), retro (7), VDB (2), uncharacterized protein (1)	CABD02246627.1_2140-2542:+	2,140	2,542	402	4.53E-71	80.6	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE128	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (9), retro (6), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02309360.1_6176-6511:-	6,176	6,511	335	4.71E-61	81.1	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE129	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02322014.1_18040-18315:+	18,040	18,315	275	1.99E-50	89.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE130	low	62	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02399687.1_13264-13593:-	13,264	13,593	329	2.15E-53	78.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
